Date,MU
2009-07-07,4.58384895324707
2009-07-08,4.603354454040527
2009-07-09,4.915447235107422
2009-07-10,4.954458713531494
2009-07-13,5.081245422363281
2009-07-14,5.188528537750244
2009-07-15,5.442101001739502
2009-07-16,5.6079020500183105
2009-07-17,5.6079020500183105
2009-07-20,5.744441032409668
2009-07-21,5.705430030822754
2009-07-22,6.0077691078186035
2009-07-23,6.046780109405518
2009-07-24,6.115049839019775
2009-07-27,6.173567771911621
2009-07-28,6.241837501525879
2009-07-29,6.027274131774902
2009-07-30,6.0077691078186035
2009-07-31,6.23208475112915
2009-08-03,6.602694511413574
2009-08-04,6.5929412841796875
2009-08-05,6.573435306549072
2009-08-06,6.6222004890441895
2009-08-07,6.661211013793945
2009-08-10,6.466153144836426
2009-08-11,6.631953239440918
2009-08-12,6.5929412841796875
2009-08-13,6.83676290512085
2009-08-14,6.553929328918457
2009-08-17,6.407637119293213
2009-08-18,6.6222004890441895
2009-08-19,6.514917373657227
2009-08-20,6.6222004890441895
2009-08-21,6.963550090789795
2009-08-24,6.914785385131836
2009-08-25,7.022068023681641
2009-08-26,7.070831298828125
2009-08-27,7.022068023681641
2009-08-28,7.373170375823975
2009-08-31,7.187865734100342
2009-09-01,6.846515655517578
2009-09-02,6.817255973815918
2009-09-03,6.992809295654297
2009-09-04,7.168360710144043
2009-09-08,7.558475494384766
2009-09-09,7.607239723205566
2009-09-10,7.929086208343506
2009-09-11,7.675509452819824
2009-09-14,7.724273204803467
2009-09-15,7.948591232299805
2009-09-16,8.289942741394043
2009-09-17,8.016860961914062
2009-09-18,7.997354984283447
2009-09-21,8.124141693115234
2009-09-22,8.416728973388672
2009-09-23,8.328950881958008
2009-09-24,7.909578800201416
2009-09-25,7.899825096130371
2009-09-28,8.231423377990723
2009-09-29,8.192413330078125
2009-09-30,7.997354984283447
2009-10-01,7.324406623840332
2009-10-02,7.2756428718566895
2009-10-05,7.773038864135742
2009-10-06,7.6950154304504395
2009-10-07,8.016860961914062
2009-10-08,8.016860961914062
2009-10-09,8.563018798828125
2009-10-12,8.660548210144043
2009-10-13,8.445985794067383
2009-10-14,8.689806938171387
2009-10-15,8.436235427856445
2009-10-16,7.753533840179443
2009-10-19,7.8510613441467285
2009-10-20,7.831556797027588
2009-10-21,7.451193809509277
2009-10-22,7.412182331085205
2009-10-23,7.265888690948486
2009-10-26,7.197620391845703
2009-10-27,6.875774383544922
2009-10-28,6.661211013793945
2009-10-29,7.070831298828125
2009-10-30,6.6222004890441895
2009-11-02,6.4173903465271
2009-11-03,6.485660552978516
2009-11-04,6.563682556152344
2009-11-05,7.061078071594238
2009-11-06,6.905031681060791
2009-11-09,7.324406623840332
2009-11-10,7.217125415802002
2009-11-11,7.3341593742370605
2009-11-12,7.421935081481934
2009-11-13,7.324406623840332
2009-11-16,7.451193809509277
2009-11-17,7.529216766357422
2009-11-18,7.2951483726501465
2009-11-19,6.9440436363220215
2009-11-20,7.080585956573486
2009-11-23,7.3341593742370605
2009-11-24,7.343913555145264
2009-11-25,7.2756428718566895
2009-11-27,7.119596481323242
2009-11-30,7.3341593742370605
2009-12-01,7.577980995178223
2009-12-02,7.958344459533691
2009-12-03,8.163155555725098
2009-12-04,8.24117660522461
2009-12-07,8.319199562072754
2009-12-08,8.387469291687012
2009-12-09,8.377718925476074
2009-12-10,8.504505157470703
2009-12-11,8.426481246948242
2009-12-14,8.767830848693848
2009-12-15,8.592278480529785
2009-12-16,8.582525253295898
2009-12-17,8.514257431030273
2009-12-18,8.563018798828125
2009-12-21,9.079924583435059
2009-12-22,9.177452087402344
2009-12-23,9.743117332458496
2009-12-24,9.908917427062988
2009-12-28,9.791882514953613
2009-12-29,10.123482704162598
2009-12-30,10.377057075500488
2009-12-31,10.299032211303711
2010-01-04,10.581867218017578
2010-01-05,10.89395809173584
2010-01-06,10.942723274230957
2010-01-07,10.572112083435059
2010-01-08,10.825687408447266
2010-01-11,10.63062858581543
2010-01-12,10.006446838378906
2010-01-13,10.201505661010742
2010-01-14,10.46483039855957
2010-01-15,9.879660606384277
2010-01-19,10.025952339172363
2010-01-20,9.733365058898926
2010-01-21,9.557814598083496
2010-01-22,8.904369354248047
2010-01-25,9.099427223205566
2010-01-26,9.206708908081055
2010-01-27,9.479791641235352
2010-01-28,9.16769790649414
2010-01-29,8.504505157470703
2010-02-01,8.943382263183594
2010-02-02,9.11893367767334
2010-02-03,8.797090530395508
2010-02-04,8.397223472595215
2010-02-05,8.484997749328613
2010-02-08,8.689806938171387
2010-02-09,8.855607032775879
2010-02-10,8.328950881958008
2010-02-11,8.319199562072754
2010-02-12,8.231423377990723
2010-02-16,8.416728973388672
2010-02-17,8.514257431030273
2010-02-18,8.5435152053833
2010-02-19,8.680054664611816
2010-02-22,8.719064712524414
2010-02-23,8.397223472595215
2010-02-24,8.86535930633545
2010-02-25,8.84585189819336
2010-02-26,8.836100578308105
2010-03-01,9.528556823730469
2010-03-02,9.33349895477295
2010-03-03,9.216463088989258
2010-03-04,9.177452087402344
2010-03-05,9.226216316223145
2010-03-08,9.353004455566406
2010-03-09,9.177452087402344
2010-03-10,9.626083374023438
2010-03-11,9.557814598083496
2010-03-12,9.723614692687988
2010-03-15,9.489542961120605
2010-03-16,9.957684516906738
2010-03-17,10.142987251281738
2010-03-18,9.908917427062988
2010-03-19,9.704108238220215
2010-03-22,10.07471752166748
2010-03-23,10.279525756835938
2010-03-24,10.172246932983398
2010-03-25,10.123482704162598
2010-03-26,10.23076057434082
2010-03-29,10.367300987243652
2010-03-30,10.523348808288574
2010-03-31,10.113728523254395
2010-04-01,9.918669700622559
2010-04-05,10.338044166564941
2010-04-06,9.977189064025879
2010-04-07,10.299032211303711
2010-04-08,10.318536758422852
2010-04-09,10.46483039855957
2010-04-12,10.552606582641602
2010-04-13,10.494091987609863
2010-04-14,11.020746231079102
2010-04-15,10.903712272644043
2010-04-16,10.65013599395752
2010-04-19,10.523348808288574
2010-04-20,10.484334945678711
2010-04-21,10.474583625793457
2010-04-22,10.659890174865723
2010-04-23,10.72815990447998
2010-04-26,10.698901176452637
2010-04-27,10.084468841552734
2010-04-28,9.9869384765625
2010-04-29,9.957684516906738
2010-04-30,9.11893367767334
2010-05-03,9.645589828491211
2010-05-04,9.284732818603516
2010-05-05,9.031158447265625
2010-05-06,8.53376293182373
2010-05-07,8.358210563659668
2010-05-10,8.86535930633545
2010-05-11,8.602030754089355
2010-05-12,9.099427223205566
2010-05-13,8.914124488830566
2010-05-14,8.719064712524414
2010-05-17,8.943382263183594
2010-05-18,8.855607032775879
2010-05-19,8.738574028015137
2010-05-20,8.524009704589844
2010-05-21,8.709314346313477
2010-05-24,8.572773933410645
2010-05-25,8.582525253295898
2010-05-26,8.475244522094727
2010-05-27,9.206708908081055
2010-05-28,8.86535930633545
2010-06-01,8.445985794067383
2010-06-02,8.95313549041748
2010-06-03,9.011652946472168
2010-06-04,8.641043663024902
2010-06-07,8.172905921936035
2010-06-08,8.328950881958008
2010-06-09,8.319199562072754
2010-06-10,8.553267478942871
2010-06-11,8.709314346313477
2010-06-14,8.689806938171387
2010-06-15,9.440779685974121
2010-06-16,9.665094375610352
2010-06-17,9.674847602844238
2010-06-18,9.7528715133667
2010-06-21,9.674847602844238
2010-06-22,9.401768684387207
2010-06-23,9.57732105255127
2010-06-24,9.382261276245117
2010-06-25,9.226216316223145
2010-06-28,9.772377014160156
